course_name,skill_name,job_classification,skill_class,revised_job_classification
[คูปอง] จัดการเหตุการณ์ Cybersecurity และนิติวิทยาดิจิทัล,Cyber Threats,Cybersecurity Specialist,Threat Intelligence & Incident Response,Cybersecurity Specialist
[คูปอง] จัดการเหตุการณ์ Cybersecurity และนิติวิทยาดิจิทัล,Data Tools,Cybersecurity Specialist,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] จัดการเหตุการณ์ Cybersecurity และนิติวิทยาดิจิทัล,Digital Asset,Cybersecurity Specialist,Data Security & Privacy,Cybersecurity Specialist
[คูปอง] จัดการเหตุการณ์ Cybersecurity และนิติวิทยาดิจิทัล,Incident Response,Cybersecurity Specialist,Threat Intelligence & Incident Response,Cybersecurity Specialist
[คูปอง] จัดการเหตุการณ์ Cybersecurity และนิติวิทยาดิจิทัล,Resilience Planning,Cybersecurity Specialist,"Governance, Risk & Compliance (GRC)",Cybersecurity Specialist
[คูปอง] ตัดสินใจทางธุรกิจแบบตีโจทย์แตกด้วยการใช้ข้อมูลผ่านเคสธุรกิจจริง,7P Framework,Business Analyst,Business Strategy & Domain Knowledge,Business Analyst
[คูปอง] ตัดสินใจทางธุรกิจแบบตีโจทย์แตกด้วยการใช้ข้อมูลผ่านเคสธุรกิจจริง,Case Studies,Business Analyst,"Communication, Stakeholder Management & Soft Skills",Business Analyst
[คูปอง] ตัดสินใจทางธุรกิจแบบตีโจทย์แตกด้วยการใช้ข้อมูลผ่านเคสธุรกิจจริง,Data Analysis,Data Analyst,Data Analysis & Statistics,Data Analyst
[คูปอง] ตัดสินใจทางธุรกิจแบบตีโจทย์แตกด้วยการใช้ข้อมูลผ่านเคสธุรกิจจริง,Data-Driven,Data Analyst,Communication & Insights,Data Analyst
[คูปอง] ตัดสินใจทางธุรกิจแบบตีโจทย์แตกด้วยการใช้ข้อมูลผ่านเคสธุรกิจจริง,Success Metrics,Business Analyst,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] ตีโจทย์ วิเคราะห์ และสร้างเอกสารงานนักวิเคราะห์ระบบ,API Specification,Business Analyst,"Technical Skills, Tools & Automation",Business Analyst
[คูปอง] ตีโจทย์ วิเคราะห์ และสร้างเอกสารงานนักวิเคราะห์ระบบ,Data Dictionary,Business Analyst,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] ตีโจทย์ วิเคราะห์ และสร้างเอกสารงานนักวิเคราะห์ระบบ,Data pipeline,Business Analyst,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] ตีโจทย์ วิเคราะห์ และสร้างเอกสารงานนักวิเคราะห์ระบบ,Project Management Skills,Business Analyst,Project Management & Agile Methodologies,Business Analyst
[คูปอง] ตีโจทย์ วิเคราะห์ และสร้างเอกสารงานนักวิเคราะห์ระบบ,SDLC Process,Business Analyst,Project Management & Agile Methodologies,Business Analyst
[คูปอง] ตีโจทย์ วิเคราะห์ และสร้างเอกสารงานนักวิเคราะห์ระบบ,Software Requirements Specification,Business Analyst,Requirements Engineering & System Analysis,Business Analyst
[คูปอง] ตีโจทย์ วิเคราะห์ และสร้างเอกสารงานนักวิเคราะห์ระบบ,UX/UI,UXUI,User Experience (UX),Data Analyst
[คูปอง] ตีโจทย์ วิเคราะห์ และสร้างเอกสารงานนักวิเคราะห์ระบบ,User Story Creation,Business Analyst,Requirements Engineering & System Analysis,Business Analyst
[คูปอง] ตีโจทย์การตลาดเพื่อเสริมจุดแข็ง เพิ่มยอดขายอย่างตรงเป้าด้วย Generative AI,Ad Targeting,Digital and performance marketer,Paid Media & Advertising (Performance Marketing),Digital and performance marketer
[คูปอง] ตีโจทย์การตลาดเพื่อเสริมจุดแข็ง เพิ่มยอดขายอย่างตรงเป้าด้วย Generative AI,Content Creation,Digital and performance marketer,Content Strategy & Creative Production,Digital and performance marketer
[คูปอง] ตีโจทย์การตลาดเพื่อเสริมจุดแข็ง เพิ่มยอดขายอย่างตรงเป้าด้วย Generative AI,Data Analytics,Digital and performance marketer,Data Analysis & Statistics,Data Analyst
[คูปอง] ตีโจทย์การตลาดเพื่อเสริมจุดแข็ง เพิ่มยอดขายอย่างตรงเป้าด้วย Generative AI,Generative AI,Digital and performance marketer,Content Strategy & Creative Production,Digital and performance marketer
[คูปอง] ตีโจทย์การตลาดเพื่อเสริมจุดแข็ง เพิ่มยอดขายอย่างตรงเป้าด้วย Generative AI,Market Research,Digital and performance marketer,Product Management & Customer Insights,Business Analyst
[คูปอง] ตีโจทย์การตลาดเพื่อเสริมจุดแข็ง เพิ่มยอดขายอย่างตรงเป้าด้วย Generative AI,Marketing Strategy,Digital and performance marketer,Marketing Strategy & Market Research,Digital and performance marketer
[คูปอง] ทดสอบ API อัตโนมัติด้วย Postman และ Newman,API Testing,Software Developer and Prompt Engineer,Testing & Quality Assurance,Software Developer and Prompt 
